,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,conservation status,ecomorphological guild,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,geographic distribution includes,habitat,population trend,biogeographic realm,body mass,foraging habitat,life span,trophic guild,weight,host of,eats,ecoregion,type specimen repository,body shape,diet includes,mating system,native range includes,parental care,social system,preys on,number of public records in bold,behavioral circadian rhythm,bill length,genome size,tarsus length,temperature at range midpoint latitude,basal metabolic rate,litters per year,prenatal development duration,body temperature,parasitized by,middle toe length,has ectoparasite,is vector for,growth rate,onset of fertility,has endoparasite,visits flowers of,motility,sensory system,is eaten by,preyed upon by,used for,tarsometatarsus + middle toe length,body length,pathogen of,has host,initial mortality rate,mortality rate doubling time,symbiont of,clutch/brood/litter size,egg mass,has pathogen,harvested in,mutualistic with,mineralized tissue contains,reproduction,standard length,water depth,Total length,parasite of,trophic level,visits,is killed by,invasive in,Leaf Complexity,leaf morphology,life cycle habit,photosynthetic pathway,plant growth form,plant lifeform,produces,seed dry mass,after harvest regrowth rate,anaerobic soil tolerance,bloom period,calcareous soil tolerance,fire resistance,fire tolerance,fruit or seed color,planting density,precipitation tolerance,seeds per pound,spore arrangement,leaf sheddability,fruit type,leaf lamina area,leaf mass per area,leaf nitrogen per dry mass,vegetative plant height,leaf arrangement,developmental mode,wing morphology,supporting structures and enclosures,diet breadth,geographic range (size of area),habitat breadth,social group size,territorial
0,Tepui elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45512982,Elaenia olivina (Tepui Elaenia) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,tropical,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513068,Mionectes roraimae (Tepui Flycatcher) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui foliagegleaner,Animalia,Chordata,Aves,https://eol.org/pages/918049,Syndactyla roraimae (Tepui Foliage Gleaner) is a species of birds in the family ovenbirds. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Guyana,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui goldenthroat,Animalia,Chordata,Aves,https://eol.org/pages/45512305,Polytmus milleri (Tepui Goldenthroat) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,20 dB,bipedal movement,apatite,corneal eyes,Guyana,"grassland,terrestrial",Unknown,The Neotropics,4.1 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui parrotlet,Animalia,Chordata,Aves,https://eol.org/pages/1178023,Nannopsittaca panychlora (Tepui Parrotlet) is a species of birds in the family parrots. They are listed in cites appendix ii. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,,bipedal movement,apatite,corneal eyes,Brazil,"montane forest,terrestrial",Stable,The Neotropics,46.5 g,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui spinetail,Animalia,Chordata,Aves,https://eol.org/pages/918240,Cranioleuca demissa (Tepui Spinetail) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Brazil,"tropical,terrestrial",Stable,The Neotropics,16.8 g,,,,,,,Tepuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui swift,Animalia,Chordata,Aves,https://eol.org/pages/1065116,Streptoprocne phelpsi (Tepui Swift) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,Venezuela,"grassland,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511969,Crypturellus ptaritepui (Tepui Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,otoliths,,,,20 dB,bipedal movement,apatite,corneal eyes,Venezuela,"tropical,terrestrial",Stable,The Neotropics,,,,,,,,Tepuis,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui toucanet,Animalia,Chordata,Aves,https://eol.org/pages/45512542,Aulacorhynchus whitelianus (Tepui Toucanet) is a species of birds in the family Ramphastidae. They rely on flight to move around.,otoliths,,,1000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Guyana,terrestrial,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui vireo,Animalia,Chordata,Aves,https://eol.org/pages/47043013,Vireo sclateri (Tepui Vireo) is a species of birds in the family vireos. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Brazil,"montane forest,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui whitestart,Animalia,Chordata,Aves,https://eol.org/pages/1244914,Myioborus castaneocapilla (Tepui Whitestart) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Venezuela,terrestrial,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui wren,Animalia,Chordata,Aves,https://eol.org/pages/1052963,Troglodytes rufulus (Tepui Wren) is a species of birds in the family wrens. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Bolivia,"mountain,terrestrial",Decreasing,The Neotropics,16.5 g,,,,,,,Tepuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Terek sandpiper,Animalia,Chordata,Aves,https://eol.org/pages/45509212,"Xenus cinereus (Terek Sandpiper) is a species of birds in the family Scolopacidae. They are found in australasia, the indo-malayan realm, Antarctica, the palearctic, and Afrotropics. They rely on flight to move around.",tympanic middle ear,,nectonic,,,flight,,corneal eyes,Madagascar,"marsh,freshwater habitat",Decreasing,the indo-malayan realm,104 g,,16 years,,78.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Terrestrial brownbul,Animalia,Chordata,Aves,https://eol.org/pages/45514365,Phyllastrephus terrestris (Terrestrial Brownbul) is a species of birds in the family bulbuls. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Mozambique,"tropical,terrestrial",Stable,Afrotropics,40.5 g,,,,,,Macrotermes natalensis (Haviland 1898),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tessmanns flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514730,Muscicapa tessmanni (Tessmann's Flycatcher) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Gulf Of Guinea,subtropical,,Afrotropics,,,,,,,,Eastern Guinean Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Thamnornis,Animalia,Chordata,Aves,https://eol.org/pages/1052400,Thamnornis chloropetoides (Thamnornis) is a species of birds in the family Bernieridae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Indian Ocean,terrestrial,Decreasing,Afrotropics,15 g,,,,,,,Madagascar Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Theklas lark,Animalia,Chordata,Aves,https://eol.org/pages/45513651,Galerida theklae (Thekla's Lark) is a species of birds in the family larks. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,North Atlantic,"grassland,terrestrial",Decreasing,the palearctic,,,,,,,,Northwest Iberian Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Thicket antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45509858,Hylopezus dives (Fulvous Bellied Antpitta) is a species of birds in the family antpittas. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Colombia,"tropical,terrestrial",Decreasing,The Neotropics,44 g,,,,,,,Western Ecuador Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Thicket tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45508937,Crypturellus cinnamomeus (Eastern Thicket Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,North Pacific,"tropical,terrestrial",Decreasing,The Neotropics,448 g,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Thrush nightingale,Animalia,Chordata,Aves,https://eol.org/pages/45513704,Luscinia luscinia (Thrush Nightingale) is a species of birds in the family Old World flycatchers. They are found in the palearctic and Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,,flight,,corneal eyes,Mozambique,valley,Stable,the palearctic,34.1 g,,8.9 years,,23.8 g,,Euonymus europaeus L. (European spindle),,,,,,,,,,,,,,,,,,,,,,,,,365 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Thyolo alethe,Animalia,Chordata,Aves,https://eol.org/pages/50962311,Alethe choloensis (Thyolo Alethe) is a species of .,,,,,,,,,Zimbabwe,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan babax,Animalia,Chordata,Aves,https://eol.org/pages/52571263,Pterorhinus koslowi (Tibetan Babax) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan blackbird,Animalia,Chordata,Aves,https://eol.org/pages/12120837,Turdus maximus (Tibetan Blackbird) is a species of birds in the family thrushes. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Tibet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan bunting,Animalia,Chordata,Aves,https://eol.org/pages/45518904,Emberiza koslowi (Tibetan Bunting) is a species of birds in the family New World sparrows. They are listed as near threatened by IUCN. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,near threatened,,5000 Hz,10 dB,flight,apatite,corneal eyes,China,terrestrial,Stable,the palearctic,,,,,,,,Changbai Mountains Mixed Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan eared pheasant,Animalia,Chordata,Aves,https://eol.org/pages/45516029,Crossoptilon harmani (Tibetan Eared Pheasant) is a species of birds in the family Phasianidae. They are listed as near threatened by IUCN. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,near threatened,,,20 dB,bipedal movement,apatite,corneal eyes,China,"temperate,terrestrial",Decreasing,the palearctic,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan lark,Animalia,Chordata,Aves,https://eol.org/pages/45517000,Melanocorypha maxima (Tibetan Lark) is a species of birds in the family larks. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Tibet,freshwater habitat,Stable,the palearctic,75 g,,,,,,,Daba Mountains Evergreen Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan partridge,Animalia,Chordata,Aves,https://eol.org/pages/45515952,Perdix hodgsoniae (Tibetan Partridge) is a species of birds in the family Phasianidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,China,"river,terrestrial",Stable,the indo-malayan realm,450 g,,,,,,,Yarlung Tsangpo Arid Steppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan rosefinch,Animalia,Chordata,Aves,https://eol.org/pages/45517700,Carpodacus roborowskii (Tibetan Rosefinch) is a species of birds in the family finches. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,China,"mountain,terrestrial",Stable,the palearctic,,,,,,,,Tibetan Plateau Alpine Shrub And Meadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan sandgrouse,Animalia,Chordata,Aves,https://eol.org/pages/45518914,Syrrhaptes tibetanus (Tibetan Sandgrouse) is a species of birds in the family sand-grouse. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,China,"desert,terrestrial",Decreasing,the palearctic,395 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan serin,Animalia,Chordata,Aves,https://eol.org/pages/45517713,Spinus thibetanus (Tibetan Serin) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Bhutan,"temperate,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan snowcock,Animalia,Chordata,Aves,https://eol.org/pages/45515944,Tetraogallus tibetanus (Tibetan Snowcock) is a species of birds in the family Phasianidae. They are listed in cites appendix i. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,cites appendix i,,,20 dB,flight,apatite,corneal eyes,Bhutan,"valley,terrestrial",Stable,the indo-malayan realm,1750 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan snowfinch,Animalia,Chordata,Aves,https://eol.org/pages/12124755,Montifringilla henrici (Henri's Snowfinch) is a species of birds in the family Old World sparrows. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Tibet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tickells blue flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517450,Cyornis tickelliae (Tickell's Blue Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Indian Ocean,river,,the indo-malayan realm,,,,,,,,East Deccan Dry-Evergreen Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tickells blueflycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517450,Cyornis tickelliae (Tickell's Blue Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Indian Ocean,river,,the indo-malayan realm,,,,,,,,East Deccan Dry-Evergreen Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tickells brown hornbill,Animalia,Chordata,Aves,https://eol.org/pages/1047989,Anorrhinus tickelli (Brown Hornbill) is a species of birds in the family hornbills. They are listed as near threatened by IUCN and in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,near threatened,,,20 dB,flight,apatite,corneal eyes,Thailand,terrestrial,Decreasing,the indo-malayan realm,912 g,,,,,,,Kayah-Karen Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tickells leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517018,Phylloscopus affinis (Tickell's Leaf Warbler) is a species of birds in the family Phylloscopidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Japan,"mountain,terrestrial",Stable,the palearctic,7.7 g,,,,,,,Qin Ling Mountains Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tickells thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518870,Turdus unicolor (Tickell's Thrush) is a species of birds in the family thrushes. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Bhutan,terrestrial,Unknown,the indo-malayan realm,75.09999999999999 g,,,,,,Syzygium cumini (L.) Skeels (Java plum),,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ticking doradito,Animalia,Chordata,Aves,https://eol.org/pages/45513018,Pseudocolopteryx citreola (Ticking Doradito) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Pacific,freshwater habitat,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tiger shrike,Animalia,Chordata,Aves,https://eol.org/pages/45518216,Lanius tigrinus (Tiger Shrike) is a species of birds in the family true shrikes. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Indian Ocean,"temperate,terrestrial",Decreasing,the palearctic,29 g,,,,,,,Honshu Alpine Conifer Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timberline wren,Animalia,Chordata,Aves,https://eol.org/pages/45510126,Thryorchilus browni (Timberline Wren) is a species of birds in the family wrens. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,United States,terrestrial,Stable,The Neotropics,14 g,,,,,,,Talamancan Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timneh parrot,Animalia,Chordata,Aves,https://eol.org/pages/45514193,Psittacus timneh (Timneh Parrot) is a species of birds in the family parrots. They are listed as endangered by IUCN. They are diurnal. They rely on flight to move around.,tympanic middle ear,endangered,,5000 Hz,20 dB,flight,apatite,corneal eyes,,"coastal,freshwater habitat",Decreasing,,,,,,,,,,NHMUK,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor blue flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517459,Cyornis hyacinthinus (Timor Blue Flycatcher) is a species of birds in the family Old World flycatchers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,East Timor,"tropical,terrestrial",Decreasing,australasia,,,,,,,,Timor And Wetar Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor boobook,Animalia,Chordata,Aves,https://eol.org/pages/1274101,Ninox fusca (Timor Boobook) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,-15 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor boobook   ,Animalia,Chordata,Aves,https://eol.org/pages/1274101,Ninox fusca (Timor Boobook) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,-15 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor cuckoodove,Animalia,Chordata,Aves,https://eol.org/pages/45516200,Macropygia magna (Timor Cuckoo Dove) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,Indonesia,terrestrial,Stable,australasia,,,,,,,,Banda Sea Islands Moist Deciduous Forests,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor friarbird,Animalia,Chordata,Aves,https://eol.org/pages/918778,Philemon inornatus (Timor Friarbird) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,East Timor,"tropical,terrestrial",Stable,australasia,,,,,,,,Timor And Wetar Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor green pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516259,Treron psittaceus (Timor Green Pigeon) is a species of birds in the family Columbidae. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,endangered,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,East Timor,"subtropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516325,Ducula cineracea (Timor Imperial Pigeon) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,near threatened,,,20 dB,bipedal movement,apatite,corneal eyes,Indonesia,"subtropical,terrestrial",Decreasing,australasia,,,,,,,,Timor And Wetar Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517052,Phylloscopus presbytes (Timor Leaf Warbler) is a species of birds in the family Phylloscopidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,East Timor,terrestrial,Stable,australasia,,,,,,,,Lesser Sundas Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
